road,id,model_type,name,lat,lon,length
N1,1000420,link,link 328,22.7513333,91.5903608,231.99999999999932
N1,1000421,link,link 329,22.7496386,91.5916386,768.0000000000007
N1,1000422,link,link 330,22.7435552,91.5949163,32.00000000001069
N1,1000423,link,link 331,22.7433052,91.5950274,967.9999999999893
N1,1000424,link,link 332,22.7349997,91.5979441,12.000000000000455
N1,1000425,link,link 333,22.7349163,91.5979719,987.9999999999995
N1,1000426,link,link 334,22.7263882,91.6007778,539.0000000000157
N1,1000427,link,link 335,22.7221104,91.6030833,460.9999999999843
N1,1000428,link,link 336,22.7185549,91.6053056,260.0000000000193
N1,1000429,link,link 337,22.7165556,91.6065556,74.99999999998863
N1,1000430,link,link 338,22.716,91.6069167,215.0000000000034
N1,1000431,link,link 339,22.7143889,91.6079444,256.0000000000002
N1,1000432,link,link 340,22.7124167,91.6090556,606.9999999999993
N1,1000433,link,link 341,22.7076111,91.6118056,137.00000000000045
N1,1000434,link,link 342,22.7065556,91.6123611,67.99999999998363
N1,1000435,link,link 343,22.706,91.6126944,342.00000000001296
N1,1000436,link,link 344,22.7033056,91.6142222,381.0000000000002
N1,1000437,link,link 345,22.7002222,91.6157778,219.99999999999886
N1,1000438,link,link 346,22.6984997,91.616666,783.9999999999918
N1,1000439,link,link 347,22.6919719,91.6198604,216.00000000000819
N1,1000440,link,link 348,22.6904163,91.6205271,98.00000000001319
N1,1000441,link,link 349,22.689583,91.6208327,543.9999999999827
N1,1000442,link,link 350,22.685083,91.6228327,317.0000000000073
N1,1000443,link,link 351,22.6825549,91.6241938,669.9999999999875
N1,1000444,link,link 352,22.6769438,91.6268327,230.99999999999454
N1,1000445,link,link 353,22.6751382,91.6274438,99.00000000001796
N1,1000446,link,link 354,22.6743049,91.6277493,120.00000000000455
N1,1000447,link,link 355,22.6733049,91.6280827,131.00000000000023
N1,1000448,link,link 356,22.6722493,91.6285271,506.0000000000002
N1,1000449,link,link 357,22.6678604,91.6301104,370.00000000000455
N1,1000450,link,link 358,22.6649167,91.6315549,137.9999999999768
N1,1000451,link,link 359,22.6638333,91.6321382,540.0000000000205
N1,1000452,link,link 360,22.6596667,91.6347219,322.00000000000273
N1,1000453,link,link 361,22.6571389,91.636333,356.9999999999993
N1,1000454,link,link 362,22.6543889,91.6381386,208.99999999997476
N1,1000455,link,link 363,22.6527778,91.6391663,411.00000000000136
N1,1000456,link,link 364,22.6494997,91.640833,67.00000000000728
N1,1000457,link,link 365,22.6489997,91.6411108,462.99999999999386
N1,1000458,link,link 366,22.6452774,91.6430552,469.99999999999886
N1,1000459,link,link 367,22.641583,91.6451108,974.000000000018
N1,1000460,link,link 368,22.6338608,91.6494719,86.99999999998909
N1,1000461,link,link 369,22.6330827,91.649833,134.9999999999909
N1,1000462,link,link 370,22.6320271,91.6503889,782.0000000000107
N1,1000463,link,link 371,22.625916,91.6541389,82.99999999999841
N1,1000464,link,link 372,22.6252216,91.6545278,218.9999999999941
N1,1000465,link,link 373,22.6234716,91.6553056,332.9999999999984
N1,1000466,link,link 374,22.6206938,91.6563611,163.0000000000109
N1,1000467,bridge,bridge 93,22.6194993,91.6568889,20.000000000010232
N1,1000468,bridge,bridge 94,22.6180271,91.6578333,252.9999999999859
N1,1000469,link,link 375,22.6175271,91.65825,91.00000000000819
N1,1000470,link,link 376,22.6169716,91.65875,15.999999999991132
N1,1000471,link,link 377,22.6168604,91.6588611,611.9999999999948
N1,1000472,link,link 378,22.6123889,91.6622222,372.0000000000141
N1,1000473,link,link 379,22.6094444,91.6638333,72.00000000000273
N1,1000474,link,link 380,22.6088889,91.6641111,951.9999999999982
N1,1000475,link,link 381,22.6015833,91.6688327,129.99999999999545
N1,1000476,link,link 382,22.601,91.6692771,115.0000000000091
N1,1000477,link,link 383,22.6000556,91.6699438,48.99999999997817
N1,1000478,link,link 384,22.5994441,91.6703049,681.0000000000116
N1,1000479,link,link 385,22.5942219,91.6737771,25.000000000005684
N1,1000480,link,link 386,22.5939997,91.6738327,407.99999999998704
N1,1000481,link,link 387,22.5907497,91.6754716,757.000000000005
N1,1000482,link,link 388,22.584583,91.6780827,116.99999999999022
N1,1000483,bridge,bridge 95,22.5836663,91.6784716,26.00000000001046
N1,1000484,bridge,bridge 96,22.5834997,91.6785827,342.9999999999893
N1,1000485,link,link 389,22.580666,91.6799438,331.0000000000173
N1,1000486,link,link 390,22.5779438,91.6811382,182.99999999999272
N1,1000487,link,link 391,22.5763604,91.6818049,377.00000000000955
N1,1000488,bridge,bridge 97,22.5731938,91.6830827,18.000000000000682
N1,1000489,bridge,bridge 98,22.5730549,91.6831938,604.9999999999898
N1,1000490,link,link 392,22.5679716,91.6846941,177.99999999999727
N1,1000491,link,link 393,22.5664722,91.6851663,275.0000000000057
N1,1000492,bridge,bridge 99,22.5641389,91.6859163,14.000000000010004
N1,1000493,bridge,bridge 100,22.564,91.6859441,216.99999999998454
N1,1000494,link,link 394,22.5624722,91.6863608,316.0000000000025
N1,1000495,link,link 395,22.5594444,91.6872219,938.999999999993
N1,1000496,link,link 396,22.5514167,91.6896941,144.00000000000546
N1,1000497,bridge,bridge 101,22.5503056,91.6902774,31.00000000000591
N1,1000498,bridge,bridge 102,22.5501667,91.6903886,824.9999999999886
N1,1000499,link,link 397,22.5438886,91.6945274,118.99999999999977
N1,1000500,link,link 398,22.5428608,91.6950274,882.000000000005
N1,1000501,link,link 399,22.5354997,91.6979441,90.00000000000341
N1,1000502,link,link 400,22.5347774,91.698333,909.9999999999966
N1,1000503,link,link 401,22.5273049,91.7019444,956.9999999999936
N1,1000504,bridge,bridge 103,22.519416,91.7053611,18.000000000000682
N1,1000505,bridge,bridge 104,22.519265407228914,91.70540328072288,64.99999999999773
N1,1000506,link,link 402,22.5187216,91.7055556,276.00000000001046
N1,1000507,bridge,bridge 105,22.5165556,91.7065833,45.000000000015916
N1,1000508,bridge,bridge 106,22.5161667,91.70675,181.99999999998795
N1,1000509,link,link 403,22.5147222,91.7074444,193.9999999999884
N1,1000510,bridge,bridge 107,22.5131389,91.7080833,40.99999999999682
N1,1000511,bridge,bridge 108,22.5127778,91.7082222,262.00000000000045
N1,1000512,link,link 404,22.5106111,91.7090833,144.00000000000546
N1,1000513,bridge,bridge 109,22.5094444,91.7096389,12.000000000000455
N1,1000514,bridge,bridge 110,22.5093611,91.7096944,239.00000000000432
N1,1000515,bridge,bridge 111,22.5074444,91.7105556,18.000000000000682
N1,1000516,bridge,bridge 112,22.5073056,91.7106389,530.0000000000011
N1,1000517,link,link 405,22.503,91.7128056,56.99999999998795
N1,1000518,link,link 406,22.5025556,91.7130556,685.0000000000023
N1,1000519,bridge,bridge 113,22.4969163,91.7155556,19.000000000005457
N1,1000520,bridge,bridge 114,22.4968052,91.7156389,295.99999999999227
N1,1000521,link,link 407,22.494583,91.7170827,887.0000000000005
N1,1000522,link,link 408,22.4869441,91.7192771,174.0000000000066
N1,1000523,link,link 409,22.4854163,91.7195549,296.99999999999704
N1,1000524,link,link 410,22.48280706570156,91.72005100244988,600.9999999999991
N1,1000525,bridge,bridge 115,22.4775271,91.7210549,25.000000000005684
N1,1000526,bridge,bridge 116,22.4773049,91.7211104,88.99999999999864
N1,1000527,link,link 411,22.4765271,91.7213327,883.0000000000098
N1,1000528,link,link 412,22.4694438,91.7250549,135.99999999999568
N1,1000529,link,link 413,22.468416,91.7255827,1000.0
N1,1000530,link,link 414,22.4603056,91.7295827,183.9999999999975
N1,1000531,bridge,bridge 117,22.4588333,91.7303604,26.00000000001046
N1,1000532,bridge,bridge 118,22.4586389,91.7304716,807.9999999999927
N1,1000533,link,link 415,22.45182350044248,91.7331283022124,1000.0
N1,1000534,link,link 416,22.4433886,91.7364163,104.00000000001342
N1,1000535,bridge,bridge 119,22.4424997,91.7366663,30.99999999997749
N1,1000536,bridge,bridge 120,22.4422219,91.7367497,925.0000000000114
N1,1000537,link,link 417,22.4349719,91.7396941,137.00000000000045
N1,1000538,link,link 418,22.4333049,91.7403608,311.00000000000705
N1,1000539,bridge,bridge 121,22.4307493,91.7415274,42.999999999977945
N1,1000540,bridge,bridge 122,22.4304438,91.7417219,449.0000000000123
N1,1000541,link,link 419,22.4269716,91.7439997,1000.0
N1,1000542,link,link 420,22.4198882,91.7497774,164.99999999999204
N1,1000543,bridge,bridge 123,22.4185549,91.7504722,38.000000000010914
N1,1000544,bridge,bridge 124,22.4182771,91.7506667,796.999999999997
N1,1000545,link,link 421,22.4119167,91.7543611,199.99999999998863
N1,1000546,link,link 422,22.4101111,91.7544444,206.00000000001728
N1,1000547,link,link 423,22.4084167,91.7551389,1.999999999981128
N1,1000548,link,link 424,22.40839921010101,91.75514357643098,592.000000000013
N1,1000549,link,link 425,22.4032222,91.7565278,400.0000000000057
N1,1000550,link,link 426,22.3996108,91.7573333,103.999999999985
N1,1000551,bridge,bridge 125,22.3988608,91.7576667,7.000000000005002
N1,1000552,bridge,bridge 126,22.3988052,91.7576667,489.0000000000043
N1,1000553,link,link 427,22.3944997,91.7586944,58.9999999999975
N1,1000554,link,link 428,22.3937774,91.7588056,217.00000000001296
N1,1000555,link,link 429,22.3921108,91.75925,350.9999999999991
N1,1000556,bridge,bridge 127,22.3892497,91.7605,58.9999999999975
N1,1000557,bridge,bridge 128,22.3887497,91.7607222,313.99999999999295
N1,1000558,link,link 430,22.3861663,91.7618333,625.0
N1,1000559,link,link 431,22.3815271,91.7652222,375.0
N1,1000560,link,link 432,22.379166,91.7675827,436.00000000000705
N1,1000561,bridge,bridge 129,22.3764716,91.770416,19.000000000005457
N1,1000562,bridge,bridge 130,22.3762254893617,91.77054326631206,544.9999999999875
N1,1000563,link,link 433,22.369166,91.7741938,555.0000000000068
N1,1000564,link,link 434,22.3691382,91.777666,192.99999999998363
N1,1000565,link,link 435,22.3586667,91.7822771,8308.999999999998
N1,1000566,link,link 436,22.3644444,91.8511111,393.0000000000007
N1,1000567,link,link 437,22.3646111,91.8508333,169.00000000001114
N1,1000568,link,link 438,22.3632778,91.8514722,830.9999999999889
N1,1000569,link,link 439,22.3561111,91.8531667,70.99999999999795
N1,1000570,bridge,bridge 131,22.3555,91.8530833,14.000000000010004
N1,1000571,bridge,bridge 132,22.3553889,91.8530556,914.999999999992
N1,1000572,link,link 440,22.3473886,91.8519444,549.0000000000066
N1,1000573,bridge,bridge 133,22.3427219,91.8531389,44.00000000001114
N1,1000574,bridge,bridge 134,22.3423608,91.8530833,406.99999999998226
N1,1000575,link,link 441,22.3387497,91.8534722,52.00000000002092
N1,1000576,bridge,bridge 135,22.338362487628867,91.853695585567,44.999999999987494
N1,1000577,bridge,bridge 136,22.3380274,91.8538889,80.0000000000125
N1,1000578,bridge,bridge 137,22.3373886,91.8542778,46.999999999997044
N1,1000579,bridge,bridge 138,22.3370274,91.8545278,775.999999999982
N1,1000580,link,link 442,22.3314716,91.8515556,209.00000000000318
N1,1000581,bridge,bridge 139,22.3297493,91.8521111,790.9999999999968
N1,1000582,link,link 443,22.3228327,91.8535556,177.99999999999727
N1,1000583,bridge,bridge 140,22.3212771,91.8536111,702.0000000000266
N1,1000584,bridge,bridge 141,22.3153611,91.8553056,15.999999999991132
N1,1000585,bridge,bridge 142,22.3152222,91.8553333,44.999999999987494
N1,1000586,link,link 444,22.3148889,91.8553889,496.0000000000093
N1,1000587,link,link 445,22.3108333,91.8570278,30.000000000001137
N1,1000588,link,link 446,22.3106111,91.8570833,326.9999999999982
N1,1000589,link,link 447,22.30825,91.8589722,146.99999999999136
N1,1000590,link,link 448,22.3071944,91.8598611,400.0000000000057
N1,1000591,link,link 449,22.3043056,91.8621667,308.9999999999975
N1,1000592,link,link 450,22.3021667,91.8639444,293.00000000000637
N1,1000593,link,link 451,22.2998886,91.8655833,568.000000000012
N1,1000594,link,link 452,22.2950274,91.8671938,426.9999999999925
N1,1000595,link,link 453,22.2919441,91.8693327,50.99999999998772
N1,1000596,link,link 454,22.2916663,91.8696382,170.00000000001592
N1,1000597,link,link 455,22.2916108,91.8711382,447.00000000000273
N1,1000598,link,link 456,22.293583,91.8748604,262.00000000000045
N1,1000599,bridge,bridge 143,22.2946386,91.8770827,66.99999999997885
N1,1000600,link,link 457,22.2949163,91.877666,54.000000000002046
N1,1000601,bridge,bridge 144,22.2951108,91.8781104,263.00000000000523
N1,1000602,link,link 458,22.2983886,91.885583,688.999999999993
N1,1000603,link,link 459,22.2985552,91.886333,558.9999999999975
N1,1000604,link,link 460,22.3,91.8915552,441.0000000000025
N1,1000605,link,link 461,22.3005833,91.892833,173.00000000000182
N1,1000606,link,link 462,22.3015833,91.897333,454.00000000000773
N1,1000607,link,link 463,22.3027222,91.9015556,103.00000000000864
N1,1000608,link,link 464,22.3029722,91.9025,871.9999999999857
N1,1000609,link,link 465,22.3053611,91.9106389,302.99999999999727
N1,1000610,link,link 466,22.3070556,91.9128056,424.0000000000066
N1,1000611,link,link 467,22.3096944,91.91575,272.99999999999613
N1,1000612,link,link 468,22.3114167,91.9176382,167.99999999997794
N1,1000613,link,link 469,22.3124722,91.9188327,521.000000000015
N1,1000614,link,link 470,22.3156389,91.9224993,121.00000000003774
N1,1000615,link,link 471,22.3158889,91.9235827,189.99999999999773
N1,1000616,link,link 472,22.3155556,91.9253882,750.0
N1,1000617,link,link 473,22.3137778,91.9322216,250.0
N1,1000618,link,link 474,22.31375,91.9345274,1000.0
N1,1000619,link,link 475,22.3136389,91.9438886,617.999999999995
N1,1000620,link,link 476,22.3098611,91.9477219,392.99999999997226
N1,1000621,link,link 477,22.3067222,91.9491941,1000.0
N1,1000622,link,link 478,22.3025,91.9553889,925.9999999999877
N1,1000623,bridge,bridge 145,22.3010278,91.9641667,52.00000000002092
N1,1000624,bridge,bridge 146,22.3009444,91.9646667,21.99999999999136
N1,1000625,link,link 479,22.3009167,91.9648889,1000.0
N1,1000626,link,link 480,22.2979441,91.973916,567.9999999999836
N1,1000627,link,link 481,22.2956941,91.9787493,166.00000000005366
N1,1000628,link,link 482,22.295333,91.9803049,265.9999999999627
N1,1000629,link,link 483,22.2934997,91.9816382,60.000000000002274
N1,1000630,link,link 484,22.2933608,91.9821104,146.000000000015
N1,1000631,link,link 485,22.292083,91.9822493,21.000000000015007
N1,1000632,link,link 486,22.291833,91.9823327,772.9999999999677
N1,1000633,link,link 487,22.2878052,91.9883886,302.99999999999727
N1,1000634,bridge,bridge 147,22.286583,91.9911108,72.00000000000273
N1,1000635,bridge,bridge 148,22.2863052,91.991583,25.000000000034106
N1,1000636,link,link 488,22.2862497,91.9916941,599.9999999999659
N1,1000637,link,link 489,22.2836386,91.9967497,269.9999999999818
N1,1000638,link,link 490,22.2820549,91.9986663,925.0000000000114
N1,1000639,link,link 491,22.2761938,92.0043889,213.99999999999864
N1,1000640,link,link 492,22.2745827,92.0053056,270.00000000003865
N1,1000641,link,link 493,22.2722493,92.0055278,515.9999999999627
N1,1000642,link,link 494,22.2676104,92.0058056,626.0000000000332
N1,1000643,bridge,bridge 149,22.2622222,92.0070556,14.000000000010004
N1,1000644,bridge,bridge 150,22.26210145564516,92.00708382580645,233.99999999998045
N1,1000645,link,link 495,22.2600833,92.0075556,125.99999999997635
N1,1000646,link,link 496,22.259,92.0081389,403.00000000002
N1,1000647,link,link 497,22.2557222,92.0096111,267.99999999997226
N1,1000648,link,link 498,22.2538611,92.01125,329.00000000000773
N1,1000649,link,link 499,22.2517222,92.0133333,343.00000000001774
N1,1000650,link,link 500,22.249333,92.0152778,656.9999999999823
N1,1000651,link,link 501,22.2449997,92.019166,602.0000000000323
N1,1000652,link,link 502,22.2410552,92.0215271,478.999999999985
N1,1000653,link,link 503,22.2371941,92.0230549,139.00000000001
N1,1000654,link,link 504,22.236083,92.0234716,384.9999999999909
N1,1000655,link,link 505,22.2327771,92.0245549,178.99999999997362
N1,1000656,bridge,bridge 151,22.2316938,92.0248882,14.000000000010004
N1,1000657,bridge,bridge 152,22.2315827,92.0249438,216.00000000000819
N1,1000658,link,link 506,22.227916,92.0258882,12.000000000000455
N1,1000659,bridge,bridge 153,22.2278882,92.025916,12.000000000000455
N1,1000660,bridge,bridge 154,22.2277771,92.0259438,437.0000000000118
N1,1000661,link,link 507,22.2240271,92.0270827,538.9999999999873
N1,1000662,link,link 508,22.2192493,92.0278882,247.99999999999045
N1,1000663,link,link 509,22.2170549,92.0281382,515.0000000000432
N1,1000664,link,link 510,22.2131389,92.0304993,236.99999999996635
N1,1000665,link,link 511,22.2116111,92.0318049,542.00000000003
N1,1000666,bridge,bridge 155,22.2084444,92.0356663,54.99999999994998
N1,1000667,bridge,bridge 156,22.2080278,92.0357774,286.00000000000136
N1,1000668,bridge,bridge 157,22.2059444,92.0370274,12.000000000000455
N1,1000669,bridge,bridge 158,22.2058889,92.0371386,105.00000000001819
N1,1000670,link,link 512,22.2054167,92.0380274,1093.999999999994
N1,1000671,link,link 513,22.1977774,92.0433886,699.9999999999886
N1,1000672,link,link 514,22.1917219,92.0453608,313.000000000045
N1,1000673,link,link 515,22.1897497,92.046583,1012.9999999999768
N1,1000674,link,link 516,22.1822771,92.0513889,821.0000000000264
N1,1000675,link,link 517,22.1750827,92.0528611,178.99999999997362
N1,1000676,link,link 518,22.1735827,92.0534167,1000.0
N1,1000677,link,link 519,22.1652222,92.0548889,1000.0
N1,1000678,link,link 520,22.1629722,92.0641944,514.9999999999864
N1,1000679,bridge,bridge 159,22.1596667,92.0674716,217.00000000004138
N1,1000680,bridge,bridge 160,22.1580556,92.0686104,267.99999999997226
N1,1000681,link,link 521,22.156,92.0701104,663.9999999999873
N1,1000682,bridge,bridge 161,22.1509722,92.0696938,9.000000000014552
N1,1000683,bridge,bridge 162,22.1508889,92.069666,206.00000000001728
N1,1000684,link,link 522,22.1491386,92.0696104,950.999999999965
N1,1000685,link,link 523,22.1406663,92.0697771,302.99999999999727
N1,1000686,link,link 524,22.1379163,92.0698882,501.0000000000332
N1,1000687,link,link 525,22.1334441,92.0700827,161.00000000000136
N1,1000688,link,link 526,22.1320549,92.0701938,118.99999999997135
N1,1000689,bridge,bridge 163,22.1308049,92.070416,61.00000000003547
N1,1000690,bridge,bridge 164,22.1304716,92.0704993,223.99999999998954
N1,1000691,bridge,bridge 165,22.1285271,92.0708604,31.00000000000591
N1,1000692,bridge,bridge 166,22.1282771,92.070916,484.9999999999568
N1,1000693,link,link 527,22.1240271,92.0715827,10.000000000047748
N1,1000694,link,link 528,22.123666,92.0716382,388.99999999995316
N1,1000695,link,link 529,22.1208049,92.0719438,600.9999999999991
N1,1000696,link,link 530,22.1151944,92.072416,282.0000000000391
N1,1000697,link,link 531,22.1133056,92.0726938,717.9999999999609
N1,1000698,link,link 532,22.1062222,92.0738049,558.0000000000496
N1,1000699,link,link 533,22.1021667,92.0740549,111.99999999996635
N1,1000700,link,link 534,22.0993052,92.0743604,250.0
N1,1000701,link,link 535,22.0977497,92.0750271,30.00000000002956
N1,1000702,link,link 536,22.097583,92.0752216,611.9999999999663
N1,1000703,link,link 537,22.0942219,92.0798604,222.00000000003683
N1,1000704,link,link 538,22.092833,92.0812493,955.9999999999604
N1,1000705,link,link 539,22.0876941,92.088583,545.9999999999923
N1,1000706,link,link 540,22.0844441,92.0924997,418.00000000000637
N1,1000707,link,link 541,22.0826104,92.0958886,300.00000000001137
N1,1000708,link,link 542,22.081166,92.0982774,699.9999999999886
N1,1000709,link,link 543,22.0752216,92.1001944,704.0000000000077
N1,1000710,bridge,bridge 167,22.0699438,92.1038333,33.00000000001546
N1,1000711,bridge,bridge 168,22.0698049,92.104,177.00000000002092
N1,1000712,link,link 544,22.0686938,92.10525,565.9999999999741
N1,1000713,bridge,bridge 169,22.0641667,92.107,45.000000000015916
N1,1000714,bridge,bridge 170,22.0638611,92.1070833,379.99999999999545
N1,1000715,link,link 545,22.0605556,92.1078056,9.000000000014552
N1,1000716,link,link 546,22.0604722,92.1078611,423.0000000000018
N1,1000717,link,link 547,22.0568611,92.1090833,514.9999999999864
N1,1000718,link,link 548,22.0522778,92.1091111,62.00000000001182
N1,1000719,link,link 549,22.0516944,92.1090278,329.9999999999841
N1,1000720,link,link 550,22.0486386,92.1082222,438.99999999996453
N1,1000721,link,link 551,22.0449719,92.1078333,95.00000000002728
N1,1000722,link,link 552,22.0443052,92.1073056,136.0000000000241
N1,1000723,link,link 553,22.0434441,92.1063056,694.9999999999932
N1,1000724,link,link 554,22.0379163,92.104,96.99999999997999
N1,1000725,link,link 555,22.037083,92.1039722,567.0000000000073
N1,1000726,link,link 556,22.0320827,92.1041667,377.9999999999859
N1,1000727,bridge,bridge 171,22.028916,92.1035556,55.00000000000682
N1,1000728,link,link 557,22.0284438,92.1032778,19.000000000005457
N1,1000729,bridge,bridge 172,22.0283327,92.1031944,899.0000000000009
N1,1000730,link,link 558,22.020666,92.1015556,14.000000000010004
